input_text,priority_binned,bug_resolution_time
Do we need to update dashboard javafx?,Medium,Long-Term
Groovy-Eclipse problems installing on MyEclipse,Medium,Long-Term
Pivotal Cloud Foundry PWS not working,Medium,Long-Term
Showing same file multiple times in open resource when we have multi maven project,Medium,Short-Term
Missing requirement for 3.8.0,Low,Short-Term
"Json Prefences : Editor, templates ""error has occurred when creating this preference page.""",Low,Long-Term
Just updated and gradle build for project import fails,Medium,Short-Term
STS 3.7/3.8 freezes up a lot,Low,Long-Term
Boot dashboard config - Profile selection field reverse text entry,Low,Short-Term
Launch configurations disappear when you rename a project,Low,Long-Term
Spring Property Editor suggests spring.cloud.consul.discovery.prefer-ip-address,Low,Short-Term
Latest update on STS 3.7 is failing with error,Low,Short-Term
application.properties content assist weird duplicates ,Low,Long-Term
Dashboard without javafx,Low,Short-Term
STS - Crashed while building workspace,Low,Long-Term
Exception while trying to debug spring boot app with STS,Medium,Short-Term
EXCEPTION_ACCESS_VIOLATION,Medium,Short-Term
control + click not working in STS 3.7.3.RELEASE,Low,Short-Term
Every time I type any java annotation STS throws an error,Medium,Long-Term
Bean model slow to respond on 'CTRL' mouse hovers,Medium,Long-Term
Spring Boot Dashboard does not recognize when the app has started,Low,Long-Term
Geeting an issue in Dashboard,Medium,Long-Term
CLONE - Code completion computer throws a runtime exception during normal editing,Medium,Long-Term
Regression: STS forces me to create a keystore for CF passwords,Low,Long-Term
Can't add a value for overriden property in run configurations,Low,Long-Term
Spring Beans Problem: Error occured processing XML 'org.springframework.beans.factory.support.BeanDefinitionBuilder.addConstructorArg(Ljava/lang/Object;)Lorg/springframework/beans/factory/support/BeanDefinitionBuilder;'. See Error Log for more details,Low,Long-Term
Ansi colour console is rubbish for copy paste,Low,Long-Term
Properties/YAML editor offers log levels as lower case,Low,Short-Term
YAML Editor with List or Array inside of HashMap Object,Medium,Short-Term
Gradle dependency container before JRE container results in compilation errors,Low,Long-Term
any changes to Pivotal tc Server Launch Configuration are overwritten,Medium,Long-Term
Adopt more recent version of ConfigurationMetadataRepositoryJsonBuilder,Low,Long-Term
Yaml content assist does nor correctly escape special characters / strings,Low,Short-Term
Don't consider 'static' method when determining 'bean properties' in yml/props editor,Low,Short-Term
Allow user to specify preference for property naming conventions,Low,Long-Term
Adding custom property files causes deployment errors,Low,Long-Term
Initializr wizard doesn't set User-Agent when downloading project zip,Medium,Short-Term
Eclipse Menu Bar Failure in Ubuntu 16.04 LTS,Low,Long-Term
Installation of Subclipse 1.8.x fails,Medium,Long-Term
Open With menu for a '.properties' file has duplicate 'Properties Editor' entries,Low,Long-Term
STS fails when property place holders are used,Medium,Long-Term
provide more exact information in JAR type content assist,Medium,Long-Term
RequestMapping cannot be resolved to a type ,Low,Short-Term
Bogus warnings about YAML properties,Low,Long-Term
Cannot create Grails project in grail groovy tool suite,Medium,Long-Term
Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration),Low,Short-Term
"Plugin execution not covered by lifecycle configuration:org.apache.maven.plugins:maven-resources-plugin:2.6:resources (execution: default-resources, phase: process-resources)",Low,Short-Term
Add “int-kafka:message-driven-channel-adapter” graphic to integration-graph tab,Low,Short-Term
YAML Editor does not provide color configuration,Low,Short-Term
Update software encountered problems,Low,Long-Term
Property Editor Enum Handling and Hang,Medium,Long-Term
"STS crashed , after java.util.ConcurrentModificationException",Medium,Long-Term
"Need help to create a new Grails project in GGTS, getting error",Medium,Long-Term
Yaml editor keybinding for toggle comment is wrong on Mac,Low,Long-Term
Deadlock in application.yml editor,Medium,Short-Term
Cannot specify --no-route flag when deploying to CF via drag&drop,Low,Long-Term
"Boot Dashboard always showing ""unknown port"" for boot applications",Low,Long-Term
"""Enable Live Bean Support"" does not disable jmxremote vm arguments",Medium,Short-Term
IllegalAccessError on DefaultConversionService,Low,Short-Term
Cannot disable Spring YAML editor,Low,Long-Term
YAML editor does not accept user-defined templates,Low,Long-Term
"Executable flag is lost on ""mvnw"" wrapper in Spring Starter project",Low,Short-Term
Cannot create tc Server if path contains parentheses,Low,Long-Term
NPE in EclipsePathMatchingResourcePatternResolver,Low,Long-Term
Internal Error building beans model,Low,Long-Term
403 errors for spring starter wizard,Low,Long-Term
Spring IDE Bean Graphs is blank for blueprint configuration file,Low,Long-Term
When scaling an app in CF tooling you get an error saving the 'merged' manifest.yml,Low,Long-Term
Yaml editor gives error when using @..@ placeholders,Low,Short-Term
"An internal error occurred during: ""Initializing Spring Tooling"".",Low,Long-Term
CF deploymeny offers to bind non-existent services... then fails because they do not exist.,Medium,Long-Term
Borked 'unable to delete services' dialog,Low,Long-Term
PartRenderingEngine's limbo,Low,Long-Term
sts forces discrete graphics on mac,Low,Long-Term
Not able to install Eclipse Quicksearch plugin,Low,Long-Term
Not abel to install STS on Eclipse Mars.1 Release (4.5.1),Medium,Long-Term
Not abel to install STS on Eclipse Mars.1 Release (4.5.1),Medium,Short-Term
NPE from yaml content assist,Low,Short-Term
Edit starters dialog needs some 'revamping',Medium,Long-Term
STS 3.7.0 Error Open Welcome Dashboard,Low,Long-Term
The save participant 'org.eclipse.jdt.ui.postsavelistener.cleanup' caused an exception: java.lang.ArrayIndexOutOfBoundsException,Low,Long-Term
Quick search pluging displays wrong results,Medium,Short-Term
Can not see the server instance template window,Medium,Long-Term
New Spring Starter Project menu option not showing,Low,Short-Term
Code completion computer throws a runtime exception during normal editing,Medium,Short-Term
dashboard feed loading is slow,Low,Long-Term
Formatter Java conventions built in ,Low,Long-Term
Annotation on introduced interface through declareparents causes AspectJ compiler error,Medium,Long-Term
Unexpected Spring Boot configuration warnings,Low,Short-Term
"""Run as > Spring Boot App"" not working with spring-boot-starter-log4j2",Low,Long-Term
yml properties file editor doesn't find certain properties,Medium,Long-Term
STS crashes after starting TCServer,Medium,Long-Term
path problem with tc-server instances,Low,Short-Term
Gradle 'new project' wizard not working behind proxy,Low,Long-Term
exception being thrown under the hood (from cloud connector),Low,Long-Term
Devtools is not showing up in the 'Edit Starters' dialog,Low,Short-Term
Jar Remap Feature not updating Web App Libraries properly,Low,Long-Term
GGTS freezing on opening any Groovy file,Medium,Long-Term
STS-generated Info Eclipse annotations include last quotes,Low,Long-Term
Spring Cloud ribbon configuration shown as invalid,Low,Long-Term
exception from dashboard,Low,Long-Term
Cannot initialize m2e so no Java projects compile,Medium,Long-Term
STS not responding on first startup if user connected to internet through proxy,Low,Long-Term
Cannot create JUnit 4 test case,Low,Short-Term
Quick fix of exception handling not working,Low,Long-Term
Refactoring - pull up error,Low,Short-Term
exception when navigating to a non-existing location,Low,Long-Term
exception about missing roo icon,Low,Long-Term
Better handling of [] notation with map properties in .properties editor,Low,Long-Term
update OSGi-JavaFX integration to avoid usage of deprecated API,Low,Long-Term
"Can't add Spring nature: ""Problems encountered while setting project description""",Medium,Long-Term
"""Gradle Dependencies (persisted)"" container shown as ""Persisted container [org.springsource.ide.eclipse.gradle.classpathcontainer for project [XY]]""",Low,Long-Term
ArrayStoreException,Medium,Short-Term
exception in autowire hyperlink detector,Medium,Long-Term
update Spring Boot version in default preferences for Spring Boot CLI scripts,Low,Short-Term
"""Failed to parse configuration class"" exception",Low,Long-Term
exception thrown by dashboard on Eclipse 4.5,Medium,Long-Term
Debug toolbar buttons enabled by default without debugger running,Low,Short-Term
"Drag and Drop Boot App confused by more than one ""main"" type",Low,Long-Term
latest 4.5-based nightly build not installing into Eclipse Mars release,Low,Short-Term
QuickSearch plugin does not work with GTK3 ,Low,Long-Term
exception thrown by spring data content-assist,Medium,Short-Term
Exceptions logged from QuickSearch?,Low,Short-Term
Array of primitive type elements not reconciled in yml editor,Low,Short-Term
java.io.File cannot be cast to org.gradle.api.artifacts.Configuration,Low,Short-Term
Invisible source text when opening a file,Low,Long-Term
improvements and fixes for Spring Data validations,Low,Long-Term
groovy 2.4.1 does not install correctly in ggts 3.6.4,Medium,Long-Term
Gradle Eclipse Plugin fails for dependencies of type pom,Low,Long-Term
Depends-on bean not found when using Spring Data JPA namespace for custom Impl,Low,Long-Term
bean deprecated warning showing up for infrastructure beans,Low,Short-Term
New Spring Starter Project wizard Fails immediately,Medium,Long-Term
Yaml Editor doesn't handle document separators well,Low,Long-Term
Internal Error ,Medium,Long-Term
Yellow markers next to the scroll-bar in Spring XML Files,Low,Long-Term
Gradle > Refresh All disabled on working sets,Medium,Long-Term
Spring Web Flow,Low,Long-Term
Yaml Reconcile not Triggered when live json metadata changes,Low,Short-Term
“..:DependentProject” not supported in settings.gradle?,Medium,Short-Term
STS 3.6.4 ClassCastException when opening Marketplace ,Medium,Long-Term
Plug-in org.springsource.ide.eclipse.commons.gettingstarted was unable to load class org.springsource.ide.eclipse.commons.gettingstarted.dashboard.WelcomeDashboard.,Medium,Short-Term
