input_text,priority_binned,bug_resolution_time
SessionBindingConversationManager unsuitable for clustering through session replication,High,Short-Term
Typo in faces-config.xml (swf-sellitem-jsf),Low,Short-Term
Session binding conversation containers cannot be used in a cluster,Medium,Short-Term
Portlet ChangeMode not working in EndState via flowRedirect or externalRedirect,Medium,Long-Term
firefox executes an another method,Low,Long-Term
Fix several Web Flow reference manual typos,Low,Long-Term
RequestContext.attributes should never be null,Low,Long-Term
logger class is incorrect in ContainedConversation,Low,Medium-Term
MapAccessor does not correctly handle null values,Medium,Long-Term
Converters attempt type conversion even if source object is already assignment compatible with target class.,Medium,Short-Term
Remove dependency on OGNL,Medium,Short-Term
HibernateSessionPerConversationListener does not handle subflows properly,Medium,Short-Term
HibernateSessionPerConversationListener does not play nicely with Spring's HibernateTransactionManager,Medium,Short-Term
FlowExecutionHolder not available during portlet render phase,Medium,Long-Term
Problems handling exceptions thrown in an end-state,Medium,Long-Term
Unit tests cannot override beans defined in a flow local application context,Medium,Long-Term
SWF-JSF: ExternalContext ThreadLocal not properly released in exceptional situations,Medium,Short-Term
CONVERSATION_CONTAINER_KEY should be unique per FlowExecutor ,Medium,Short-Term
SWF-JSF: Impossible to fallback to default navigation handler rules since flowExecutionKey is tracked automatically,Medium,Short-Term
SWF-JSF: Unhandled flow execution exceptions result in improper flow execution lock management,Medium,Medium-Term
"typo ""5.6.4. Launching a flow execution - normal HTML anchor""",Low,Short-Term
SWF-JSF: Flow execution refresh operations incorrectly cause a new flow execution key to be generated,Medium,Short-Term
"SWF-JSF: JSF command buttons with action=""flowId:XXX"" don't work when invoked from within flow execution",Medium,Short-Term
Sellitem-JSF back-button problem II,Low,Short-Term
Limitations using JSF UI components in end-state views,Low,Short-Term
Restoring the FlowExecution after RESTORE_VIEW phase in JSF causes some value binding expressions to fail.,Medium,Short-Term
ajax4jsf compatibility is broken,Medium,Short-Term
Setting indexed properties (List) for jsf components does not work (throws ReferenceSyntaxException),High,Short-Term
FlowExecutorImpl's resume() and refresh() methods should throw a FlowException for an empty flowExecutionKey,Medium,Short-Term
NPE in FlowPhaseListener with a one-state-flow,Medium,Medium-Term
JSF Problem : not filled in required fields cause fields to be emptied if page is whithin a flow,Medium,Medium-Term
Url encoding problems with ClientContinuationFlowExecutionRepository,Medium,Short-Term
Type aliases that can't resolve don't result in good error messages,Medium,Medium-Term
Spring Binding library doesn't handle several exceptional scenarios well,Medium,Medium-Term
Spring-binding type conversion tries to convert to a target type even if type is assignment compatible with the source,Medium,Medium-Term
Make ThreadLocal variables final,Medium,Short-Term
InvocationTargetException when second Exception is thrown,Medium,Medium-Term
BeanInvokingActionFactory exception when invoking an intercepted bean,Medium,Long-Term
Top level readme.txt not included in the distribution archive,High,Medium-Term
Documentation sources not included in distribution archive,High,Long-Term
Redirect URLs in a JSF environment are not encoded,Medium,Short-Term
The combination of evaluate-action and on-exception does not work,Medium,Long-Term
nested inline flow state ids are not scoped,Low,Long-Term
getLastEvent() returns null directly after entering a subflow,Medium,Short-Term
SessionBindingConversationManager does not update ConversationContainer in HTTP session every time.,Medium,Medium-Term
SonarJ architecture files missing in download,Low,Medium-Term
type attribute in the <repository/> tag is not read for configuration,Medium,Short-Term
Flow redirection parameter incorrectly mapped in a portlet environment,Medium,Long-Term
mistake in 2.2.1. XML-based Flow template,Low,Short-Term
bad link on homepage,Low,Short-Term
for jdk 1.3: FlowSystemDefaults.applyExecutionAttributes(FlowSystemDefaults.java:74) throws java.lang.NoSuchMethodError,Medium,Short-Term
XmlFlowBuilder cannot handle prefixes namespaces,Medium,Short-Term
initBind called when expected not being called.,Low,Short-Term
BaseFlowServiceLocator does not allow overriding of default web flow converters,Medium,Medium-Term
uncorrect behaviour of FlowListenerAdapter on JSF environment,Medium,Long-Term
FlowExecutorFactoryBean configures ClientContinuationFlowExecutionRepository with SessionBindingConversationManager by default,Medium,Short-Term
alwaysRedirectOnPause ignored in JSF,Medium,Long-Term
Ivy file lists junit as a default dependency,Low,Long-Term
FlowExecutionContinuationGroup.add does not correctly handle updating of a continuation with the same key,Medium,Short-Term
Binding: locale not correctly handled in NumberFormatter,Medium,Long-Term
Sellitem-JSF back-button problem,Low,Long-Term
Usage of InheritableThreadLocal invites ClassLoader reference leaks,Medium,Long-Term
FlowExecutionImplStateRestorer does not correctly restore nested subflow sessions,High,Short-Term
FlowExecutionRedirect results in incorrect URL when using a path based dispatcher url,Medium,Medium-Term
DefaultTargetStateResolver assumes sourceState is never null,High,Short-Term
XmlFlowBuilder does not maintain order of actions as defined in the XML file,High,Short-Term
ConversionService extension Injection for XmlFlowRegistryFactoryBean leading to NullPointException. ( BUG),High,Short-Term
Out-of-box webflow 1.0 RC4 sample not working on TOMCAT 5.5.17,Medium,Short-Term
RC04 has a dependency on Spring 2.0 (ClassUtils) therefore it is not compatible with Spring 1.2.8,Medium,Short-Term
Clarify exceptions when a converter cannot be found or a conversion fails.,Medium,Medium-Term
Should FlowExecutorImpl.refresh put the execution back into the repo?,Medium,Short-Term
NPE in TransitionExecutingStateExceptionHandler,High,Short-Term
FlowPhaseListener does not lock flow execution,Medium,Long-Term
Distribution archive fixes,Low,Medium-Term
FlowExecutionImplStateRestorer does not restore inline flows correctly,Medium,Medium-Term
Hibernate Template is null,Medium,Long-Term
AbstractFlowRegistryFactoryBean populates registry more than once,Medium,Short-Term
POM files depend on Spring 2.0-M5,Medium,Medium-Term
Error in the dtd file for decision-state (spring-webflow-1.0.dtd),Medium,Medium-Term
Unable to use interface MessageAware in MultiAction,Medium,Long-Term
Cannot pass strings that contain spaces or commas to a POJO action method,Medium,Medium-Term
org.springframework.beans.NotReadablePropertyException,Medium,Long-Term
org.springframework.beans.TypeMismatchException is wrong,Medium,Long-Term
BeanInvokingActionFactory cannot correctly treat scope mechanism of Spring 2.0,Medium,Long-Term
Flow input parameters are not exposed on flow redirect in a portlet environment,Medium,Medium-Term
Fix the SWF sample applications,High,Long-Term
Arbitrary method invocation doesn't unwrap InvocationTargetException,Medium,Long-Term
Subflow input-mapper requirement causes a catch 22 for flows used both as sub and stand-alone flows,High,Short-Term
ClientContinuationFlowExecutionRepository: FlowExecutionKey not serialized when using  JSF ActionListener,Medium,Medium-Term
Cannot override integration-repo location in common-build,Low,Long-Term
Importing hibernate-targets.xml in common-build causes a target override error,Low,Long-Term
CLONE -ViewId resolution problem when using facelets in FlowPhaseListener,Medium,Medium-Term
FlowExecutorArgumentExtractor creates incorrect urls for path based dispatchers,Medium,Long-Term
ViewId resolution problem when using facelets in FlowPhaseListener,Medium,Short-Term
Dependencies in maven pom contain wrong scope,Medium,Medium-Term
tomahawk should be handled as a separate module in ivy repository,Low,Long-Term
Inner transition actions don't run with on-exception transition,Medium,Long-Term
NullPointerException in FlowRedirectSelector.makeSelection(),Medium,Medium-Term
DispatchMethodInvoker methodCache should match leniently,Medium,Medium-Term
JSF view rendering problem on view refresh due to data validation errors,High,Medium-Term
PortletFlowController throws NullPointerException on browser refresh or with continuations,High,Long-Term
PortletFlowController code does not handle external redirect ,Medium,Long-Term
"When I change aspx/ascx file and not restart application, there is exception ""Object does not match target type.""",Medium,Medium-Term
StringBuffer indexOf Exception on WSAD 5.1 USING JDK1.3,High,Medium-Term
Portlet sample portlet.xml missing required tag,Low,Long-Term
FormAction | javadoc,Low,Long-Term
Unhandled exception thrown during action bean method execution results in serialization failure,Medium,Long-Term
Shouldn't ParameterMap.getArray() return an array regardless of the amount of objects?,Medium,Short-Term
When running jsf integration in portlet FlowExecutionHolder is not propagated from action to render phase.,Medium,Long-Term
Flow creation synchronization -- prevent the simultaneous creation,Medium,Medium-Term
invalid 'webAppRootKey' context parameter value in samples,Medium,Medium-Term
MapAccessor.assertValueOfType() does not handle null values,Low,Medium-Term
 JSF NavigationHandler not creating a continuation on ExternalRedirect view selection,Medium,Long-Term
[PATCH] Erroneous FlowExecutionKeyFormatter Assertion will always break,High,Medium-Term
